lead,monsoon_phase,MASE,sCRPS,n,var,model
30,peak,0.8349097322428111,0.6557934557411333,3871,Humidity,seasonal_naive
30,pre_monsoon,1.2638393191291641,1.00812704437429,2943,Humidity,seasonal_naive
30,withdrawal,0.9239316537704306,0.7487175549460487,839,Humidity,seasonal_naive
1,dry,0.5770689504211979,0.4910859182421648,3147,Humidity,sundial
1,onset,0.6376109727562769,0.5463302219034455,492,Humidity,sundial
1,peak,0.5017941240896294,0.42764769507225037,3719,Humidity,sundial
1,pre_monsoon,0.6422693689330884,0.5467038517315997,2955,Humidity,sundial
1,withdrawal,0.5170989116039664,0.4513588881114533,790,Humidity,sundial
7,dry,0.786819233684729,0.6545304394942116,3104,Humidity,sundial
7,onset,0.7735487820888981,0.6465030497277762,527,Humidity,sundial
7,peak,0.6514588304074517,0.5472354780947264,3728,Humidity,sundial
7,pre_monsoon,0.8768019492297846,0.7263653192163317,2955,Humidity,sundial
7,withdrawal,0.6069746597221551,0.513210159193947,789,Humidity,sundial
30,dry,0.7899380882958069,0.6579299597087451,2964,Humidity,sundial
30,onset,0.7921327438452297,0.6626792838751838,486,Humidity,sundial
30,peak,0.636117457981554,0.5299238531832565,3871,Humidity,sundial
30,pre_monsoon,0.9522810025524115,0.7961500327929832,2943,Humidity,sundial
30,withdrawal,0.7091608720237087,0.606413992510979,839,Humidity,sundial
1,dry,0.5754062803142652,0.4518341779786129,3147,Humidity,timesfm25
1,onset,0.6434689207926135,0.49572624721699166,492,Humidity,timesfm25
1,peak,0.4987743625302658,0.3872165380050057,3719,Humidity,timesfm25
1,pre_monsoon,0.63827805266307,0.5030379341717309,2955,Humidity,timesfm25
1,withdrawal,0.5183866989094489,0.4191075722108903,790,Humidity,timesfm25
7,dry,0.7908010674072126,0.6130147790690271,3104,Humidity,timesfm25
7,onset,0.7822421256923858,0.5938765316966281,527,Humidity,timesfm25
7,peak,0.6480624643977959,0.5033411128448255,3728,Humidity,timesfm25
7,pre_monsoon,0.87206681310514,0.6744774682704228,2955,Humidity,timesfm25
7,withdrawal,0.6098562003690536,0.4868779451653903,789,Humidity,timesfm25
30,dry,0.7859690059675072,0.6200337582151598,2964,Humidity,timesfm25
30,onset,0.7901501777591116,0.6000399582372384,486,Humidity,timesfm25
30,peak,0.6368710429383198,0.4920921347416445,3871,Humidity,timesfm25
30,pre_monsoon,0.9521734404089559,0.743406510610144,2943,Humidity,timesfm25
30,withdrawal,0.71878012361981,0.5655330869666055,839,Humidity,timesfm25
1,dry,0.5749770306946221,0.4517164040596317,3147,Humidity,tirex
1,onset,0.6406177818799148,0.49528807001337244,492,Humidity,tirex
1,peak,0.5009944016030545,0.3889291878019305,3719,Humidity,tirex
1,pre_monsoon,0.6416820638350895,0.5058083171783252,2955,Humidity,tirex
1,withdrawal,0.5244550984621136,0.4241468322905933,790,Humidity,tirex
7,dry,0.7887314837354966,0.6132275394046802,3104,Humidity,tirex
7,onset,0.8298556951536725,0.6271839245951178,527,Humidity,tirex
7,peak,0.6548751258313392,0.5074635315638006,3728,Humidity,tirex
7,pre_monsoon,0.8679197434701499,0.6730665865364259,2955,Humidity,tirex
7,withdrawal,0.6229034782383167,0.4944835625228269,789,Humidity,tirex
30,dry,0.8020078909475322,0.6306377303061363,2964,Humidity,tirex
30,onset,0.8138784215989321,0.6230815484447517,486,Humidity,tirex
30,peak,0.6417241534373371,0.4939952484392096,3871,Humidity,tirex
30,pre_monsoon,0.9496968648861429,0.7436796325032615,2943,Humidity,tirex
30,withdrawal,0.7429818774201858,0.5817981772298656,839,Humidity,tirex
1,dry,0.6679962396341803,0.543806123692751,3147,Humidity,toto2
1,onset,0.7234892123296617,0.5800073720302557,492,Humidity,toto2
1,peak,0.55379128884527,0.438836293439841,3719,Humidity,toto2
1,pre_monsoon,0.7234975528532497,0.5847650388904055,2955,Humidity,toto2
1,withdrawal,0.6034014958575731,0.5083581121524653,790,Humidity,toto2
7,dry,0.8907060541347517,0.7130451130807735,3104,Humidity,toto2
7,onset,0.9030984680818299,0.7031898743218097,527,Humidity,toto2
7,peak,0.6989915893918847,0.5532990521955413,3728,Humidity,toto2
7,pre_monsoon,0.954035882797971,0.7485433172623998,2955,Humidity,toto2
7,withdrawal,0.6964819902444813,0.5761200474259744,789,Humidity,toto2
30,dry,0.8764737519949221,0.699795271280529,2964,Humidity,toto2
30,onset,0.8824832008531258,0.678160332496443,486,Humidity,toto2
30,peak,0.7008485045061896,0.5437103960685954,3871,Humidity,toto2
30,pre_monsoon,1.0447621038201609,0.8206367242038928,2943,Humidity,toto2
30,withdrawal,0.812569490702795,0.6469006766148394,839,Humidity,toto2
1,dry,0.6060276319896668,0.6060276319896668,3147,Humidity,ttm_r2
1,onset,0.6590260362238783,0.6590260362238783,492,Humidity,ttm_r2
1,peak,0.5196275805548287,0.5196275805548287,3719,Humidity,ttm_r2
1,pre_monsoon,0.6691963921521323,0.6691963921521323,2955,Humidity,ttm_r2
1,withdrawal,0.5962398695476944,0.5962398695476944,790,Humidity,ttm_r2
7,dry,0.8067536542978287,0.8067536542978287,3104,Humidity,ttm_r2
7,onset,0.7992114753655944,0.7992114753655944,527,Humidity,ttm_r2
7,peak,0.6697471476050042,0.6697471476050042,3728,Humidity,ttm_r2
7,pre_monsoon,0.8916907694248799,0.8916907694248799,2955,Humidity,ttm_r2
7,withdrawal,0.6531220308815534,0.6531220308815534,789,Humidity,ttm_r2
30,dry,0.8216235594382562,0.8216235594382562,2964,Humidity,ttm_r2
30,onset,0.8046806484515802,0.8046806484515802,486,Humidity,ttm_r2
30,peak,0.6556853963691915,0.6556853963691915,3871,Humidity,ttm_r2
30,pre_monsoon,0.9627501507833475,0.9627501507833475,2943,Humidity,ttm_r2
30,withdrawal,0.7407521849422112,0.7407521849422112,839,Humidity,ttm_r2
1,dry,0.5391308200461709,0.44071300712092726,3819,Sunshine,AutoARIMA
1,onset,0.8065976319623395,0.6034186888815495,474,Sunshine,AutoARIMA
1,peak,0.8044350506424597,0.609621022859985,4597,Sunshine,AutoARIMA
1,pre_monsoon,0.707862649771275,0.5532487963915128,3518,Sunshine,AutoARIMA
1,withdrawal,0.6780623296881176,0.5394935595377466,1046,Sunshine,AutoARIMA
7,dry,0.6785418769034298,0.5510937234192026,3790,Sunshine,AutoARIMA
7,onset,1.0204839255142324,0.7632743445320015,535,Sunshine,AutoARIMA
7,peak,0.9887123147216222,0.7398394319371884,4537,Sunshine,AutoARIMA
7,pre_monsoon,0.7559238078375231,0.573199838680227,3537,Sunshine,AutoARIMA
7,withdrawal,0.81557343052728,0.6230840759670625,1055,Sunshine,AutoARIMA
30,dry,0.6988705262378663,0.5694997022004086,3756,Sunshine,AutoARIMA
30,onset,1.0334254215100274,0.7695836142372584,581,Sunshine,AutoARIMA
30,peak,0.9299248424615181,0.7003020723087767,4488,Sunshine,AutoARIMA
30,pre_monsoon,0.828301332378353,0.6345181480181555,3520,Sunshine,AutoARIMA
30,withdrawal,0.8861904197800765,0.6809866460639763,1109,Sunshine,AutoARIMA
1,dry,0.5815853995088897,0.47817760452445035,3819,Sunshine,AutoETS
1,onset,0.7884751804635477,0.5936058212350936,474,Sunshine,AutoETS
1,peak,0.8394360589591526,0.6387502541498133,4597,Sunshine,AutoETS
1,pre_monsoon,0.732147686727428,0.5881622833782187,3518,Sunshine,AutoETS
1,withdrawal,0.6845657537386124,0.5674870086999089,1046,Sunshine,AutoETS
7,dry,0.7830651686687232,0.6498509404508409,3790,Sunshine,AutoETS
7,onset,1.2467731917729452,0.9201873634949196,535,Sunshine,AutoETS
7,peak,1.1156274337219318,0.8225246474601582,4537,Sunshine,AutoETS
7,pre_monsoon,0.8598782457109944,0.6888483234338896,3537,Sunshine,AutoETS
7,withdrawal,1.056604549937753,0.8372671311559521,1055,Sunshine,AutoETS
30,dry,0.858268754729301,0.8049733485071711,3756,Sunshine,AutoETS
30,onset,1.2280714279206275,0.9060317817508154,581,Sunshine,AutoETS
30,peak,1.0666436158298171,0.8347279760031708,4488,Sunshine,AutoETS
30,pre_monsoon,0.9659880561921068,0.852176825810163,3520,Sunshine,AutoETS
30,withdrawal,0.8995461896001675,0.8161177777127712,1109,Sunshine,AutoETS
1,dry,0.5812891389530478,0.48556506394776666,3819,Sunshine,AutoTheta
1,onset,0.7879626211973573,0.5931505721000141,474,Sunshine,AutoTheta
1,peak,0.839865882375432,0.6362125433968197,4597,Sunshine,AutoTheta
1,pre_monsoon,0.7320316007554603,0.5948017665912355,3518,Sunshine,AutoTheta
1,withdrawal,0.6855859333838074,0.577420516681367,1046,Sunshine,AutoTheta
7,dry,0.783274928660609,0.653230292880696,3790,Sunshine,AutoTheta
7,onset,1.2467336760933485,0.9120888704886714,535,Sunshine,AutoTheta
7,peak,1.116158036608705,0.8196371031241239,4537,Sunshine,AutoTheta
7,pre_monsoon,0.8604190798532062,0.6934534390666877,3537,Sunshine,AutoTheta
7,withdrawal,1.0570209634313115,0.8391024152596923,1055,Sunshine,AutoTheta
30,dry,0.8602882908890696,0.8011553982959445,3756,Sunshine,AutoTheta
30,onset,1.2294217081033818,0.897065365705571,581,Sunshine,AutoTheta
30,peak,1.0673584854196707,0.8265497425643108,4488,Sunshine,AutoTheta
30,pre_monsoon,0.9674818485340677,0.8489236860284398,3520,Sunshine,AutoTheta
30,withdrawal,0.899381262492528,0.811732363280356,1109,Sunshine,AutoTheta
1,dry,0.5416609019270282,0.46220501194618113,3819,Sunshine,DLinear
1,onset,0.8270015081846893,0.7262959971173545,474,Sunshine,DLinear
1,peak,0.7959510781313058,0.7049031764411703,4597,Sunshine,DLinear
1,pre_monsoon,0.6976975395133743,0.6111840649921243,3518,Sunshine,DLinear
1,withdrawal,0.6926657483414415,0.6105613664693713,1046,Sunshine,DLinear
7,dry,0.6944208989597065,0.6045991806947952,3790,Sunshine,DLinear
7,onset,0.9900407465090452,0.8899142969651169,535,Sunshine,DLinear
7,peak,0.9721514714078374,0.8673861316564111,4537,Sunshine,DLinear
7,pre_monsoon,0.7301205709546631,0.6372297575954772,3537,Sunshine,DLinear
7,withdrawal,0.7983182475539036,0.7002576920189325,1055,Sunshine,DLinear
30,dry,0.6971512214535465,0.6042163398037821,3756,Sunshine,DLinear
30,onset,1.0027353631539337,0.8890192812142518,581,Sunshine,DLinear
30,peak,0.9212509818244077,0.8154020017106025,4488,Sunshine,DLinear
30,pre_monsoon,0.8089971368358422,0.7053887602930162,3520,Sunshine,DLinear
30,withdrawal,0.8647581942477571,0.7578625397171456,1109,Sunshine,DLinear
1,dry,0.5347295896473401,0.41650561474226855,3819,Sunshine,NHITS
1,onset,0.7963495471699464,0.6143957429326924,474,Sunshine,NHITS
1,peak,0.8112665507717236,0.611890639242968,4597,Sunshine,NHITS
1,pre_monsoon,0.6937302835569612,0.5346627090053514,3518,Sunshine,NHITS
1,withdrawal,0.6663938819392757,0.5302319964623708,1046,Sunshine,NHITS
7,dry,0.6950402546673767,0.5460946403904998,3790,Sunshine,NHITS
7,onset,1.0204922131328813,0.743880011920938,535,Sunshine,NHITS
7,peak,0.9874102299401092,0.7306766031083991,4537,Sunshine,NHITS
7,pre_monsoon,0.7409352128552549,0.5648149757510234,3537,Sunshine,NHITS
7,withdrawal,0.7511049023564775,0.5946501072798089,1055,Sunshine,NHITS
30,dry,0.7110887058735319,0.5661110617009607,3756,Sunshine,NHITS
30,onset,1.04641524824522,0.7654678146669301,581,Sunshine,NHITS
30,peak,0.9291136516562785,0.6884826247429552,4488,Sunshine,NHITS
30,pre_monsoon,0.8221337693853372,0.6374325981381137,3520,Sunshine,NHITS
30,withdrawal,0.8308002499094269,0.6541381351788955,1109,Sunshine,NHITS
1,dry,0.5306914440065914,0.41611182072505537,3819,Sunshine,PatchTST
1,onset,0.8003343872668891,0.6081079019325354,474,Sunshine,PatchTST
1,peak,0.802790752609019,0.6161175644067707,4597,Sunshine,PatchTST
1,pre_monsoon,0.6903169857494772,0.5361877630183511,3518,Sunshine,PatchTST
1,withdrawal,0.6326895147210542,0.5161032958966224,1046,Sunshine,PatchTST
7,dry,0.7062690500421624,0.5573658899728162,3790,Sunshine,PatchTST
7,onset,1.0400072141978283,0.7437536352383212,535,Sunshine,PatchTST
7,peak,0.975571479756957,0.7188180444310981,4537,Sunshine,PatchTST
7,pre_monsoon,0.708757518270648,0.5545565787790812,3537,Sunshine,PatchTST
7,withdrawal,0.7208383678550985,0.5838408120653662,1055,Sunshine,PatchTST
30,dry,0.7176266242503431,0.5710467547342025,3756,Sunshine,PatchTST
30,onset,0.9958517368226317,0.7410873043904642,581,Sunshine,PatchTST
30,peak,0.9263546062238461,0.690508408780965,4488,Sunshine,PatchTST
30,pre_monsoon,0.8061850700767963,0.6239651791219025,3520,Sunshine,PatchTST
30,withdrawal,0.8863933636155544,0.6746509409529404,1109,Sunshine,PatchTST
1,dry,0.5237541635385439,0.40961494488294625,3819,Sunshine,chronos2
1,onset,0.7949191664230231,0.5990744095516816,474,Sunshine,chronos2
1,peak,0.8017514239227215,0.5997420094780377,4597,Sunshine,chronos2
1,pre_monsoon,0.6958358985133027,0.5317013391393957,3518,Sunshine,chronos2
1,withdrawal,0.6204126666211813,0.4929781495565585,1046,Sunshine,chronos2
7,dry,0.6714413322494533,0.5246324283348847,3790,Sunshine,chronos2
7,onset,1.1397372453483992,0.8115269720351734,535,Sunshine,chronos2
7,peak,0.9980918911235592,0.7234028314781014,4537,Sunshine,chronos2
7,pre_monsoon,0.7202250140830951,0.5523452544576289,3537,Sunshine,chronos2
7,withdrawal,0.78773338654295,0.6158238490383228,1055,Sunshine,chronos2
30,dry,0.68946694669868,0.5407988961240207,3756,Sunshine,chronos2
30,onset,1.0786366631752144,0.7713343069849055,581,Sunshine,chronos2
30,peak,0.9137354559743037,0.6772528377112681,4488,Sunshine,chronos2
30,pre_monsoon,0.7991165917882517,0.6165386079311279,3520,Sunshine,chronos2
30,withdrawal,0.875001244943988,0.6720487033285337,1109,Sunshine,chronos2
1,dry,0.5313226910181518,0.4132518888445809,3819,Sunshine,chronos_bolt
1,onset,0.8152819197700768,0.6050063204969727,474,Sunshine,chronos_bolt
1,peak,0.8219811165391596,0.6127316302690893,4597,Sunshine,chronos_bolt
1,pre_monsoon,0.696980892065509,0.5406084344991439,3518,Sunshine,chronos_bolt
1,withdrawal,0.6574402477622074,0.512069494771231,1046,Sunshine,chronos_bolt
7,dry,0.6755811358005263,0.5274217445783619,3790,Sunshine,chronos_bolt
7,onset,1.235442920301561,0.8666090368036035,535,Sunshine,chronos_bolt
7,peak,1.0243009153256315,0.7412013706744236,4537,Sunshine,chronos_bolt
7,pre_monsoon,0.7449915628007789,0.5753176112915183,3537,Sunshine,chronos_bolt
7,withdrawal,0.8665826205949959,0.6597124967462196,1055,Sunshine,chronos_bolt
30,dry,0.6992264328493553,0.5505637992798714,3756,Sunshine,chronos_bolt
30,onset,1.176469063439466,0.8296921598439717,581,Sunshine,chronos_bolt
30,peak,0.9874132339688261,0.7148736695104,4488,Sunshine,chronos_bolt
30,pre_monsoon,0.8337294679606587,0.6418644578700891,3520,Sunshine,chronos_bolt
30,withdrawal,1.0010805767649458,0.7384969204916262,1109,Sunshine,chronos_bolt
1,dry,0.7083160729398262,0.5531951306718141,3819,Sunshine,climatology
1,onset,1.02824157323569,0.7380218420668427,474,Sunshine,climatology
1,peak,0.9319973369473884,0.6838416158930886,4597,Sunshine,climatology
1,pre_monsoon,0.8177450490914908,0.6316528149360149,3518,Sunshine,climatology
1,withdrawal,0.8378214893505768,0.6519144315474075,1046,Sunshine,climatology
7,dry,0.7928619816105419,0.6207359600042796,3790,Sunshine,climatology
7,onset,1.0024717890303632,0.728253451441932,535,Sunshine,climatology
7,peak,0.9877791338302604,0.7210619986880826,4537,Sunshine,climatology
7,pre_monsoon,0.7329156345318906,0.5595425775578918,3537,Sunshine,climatology
7,withdrawal,0.742895585163341,0.579123539199572,1055,Sunshine,climatology
30,dry,0.7781581695777127,0.6128850582459806,3756,Sunshine,climatology
30,onset,0.9880709602289508,0.7215414720605099,581,Sunshine,climatology
30,peak,0.9161249130359631,0.6794119251035441,4488,Sunshine,climatology
30,pre_monsoon,0.829898038233246,0.6511782080636835,3520,Sunshine,climatology
30,withdrawal,0.8323500761426417,0.6530879725678347,1109,Sunshine,climatology
1,dry,0.5560765914033744,0.4470488190921386,3819,Sunshine,lightgbm
1,onset,0.8689962210079175,0.6549086763798758,474,Sunshine,lightgbm
1,peak,0.8280338261769119,0.6337990283378756,4597,Sunshine,lightgbm
1,pre_monsoon,0.7287485220593494,0.5642616994031514,3518,Sunshine,lightgbm
1,withdrawal,0.7219092077833765,0.5671266360135288,1046,Sunshine,lightgbm
7,dry,0.6701822332682646,0.5304712676922443,3790,Sunshine,lightgbm
7,onset,1.000670793207694,0.7320720584061903,535,Sunshine,lightgbm
7,peak,0.9759325002882117,0.7447032658737422,4537,Sunshine,lightgbm
7,pre_monsoon,0.7224865847171226,0.5629223618159638,3537,Sunshine,lightgbm
7,withdrawal,0.7702213112678797,0.6063128124997422,1055,Sunshine,lightgbm
30,dry,0.6815430053652953,0.5485187714502748,3756,Sunshine,lightgbm
30,onset,0.9993641777598959,0.7438139316270868,581,Sunshine,lightgbm
30,peak,0.9118691641400792,0.6937503525159129,4488,Sunshine,lightgbm
30,pre_monsoon,0.8079707775376431,0.624634065962238,3520,Sunshine,lightgbm
30,withdrawal,0.8572726926426212,0.6688323125062273,1109,Sunshine,lightgbm
1,dry,0.5307541203459569,0.41570348960134135,3819,Sunshine,moirai2
1,onset,0.8397184957849395,0.6276453056618679,474,Sunshine,moirai2
1,peak,0.8191674350439934,0.6118819575598669,4597,Sunshine,moirai2
1,pre_monsoon,0.7013395871866679,0.5428242141527391,3518,Sunshine,moirai2
1,withdrawal,0.644046774947523,0.5069792960081333,1046,Sunshine,moirai2
7,dry,0.677001563445343,0.5313807146757564,3790,Sunshine,moirai2
7,onset,1.3962733934841145,1.0009048630346804,535,Sunshine,moirai2
7,peak,1.0535258665184681,0.7615520172418808,4537,Sunshine,moirai2
7,pre_monsoon,0.747616814397121,0.5781343768238173,3537,Sunshine,moirai2
7,withdrawal,0.8632034585092307,0.65585639577887,1055,Sunshine,moirai2
30,dry,0.7564370665100647,0.5904336574021851,3756,Sunshine,moirai2
30,onset,1.360329914185615,0.993698248021259,581,Sunshine,moirai2
30,peak,1.1084754807760924,0.7767996022402522,4488,Sunshine,moirai2
30,pre_monsoon,0.8400267083268664,0.6490538002742001,3520,Sunshine,moirai2
30,withdrawal,0.9864330720980631,0.7389541072765824,1109,Sunshine,moirai2
1,dry,0.59542577342163,0.4955922126925728,3819,Sunshine,naive
1,onset,0.8098656563106842,0.6375913629275092,474,Sunshine,naive
1,peak,0.8889062889137073,0.7043219667441486,4597,Sunshine,naive
1,pre_monsoon,0.7532977202798957,0.6143196535260866,3518,Sunshine,naive
1,withdrawal,0.5867166825261105,0.5083216661514451,1046,Sunshine,naive
7,dry,0.8848708544023142,0.7079347558712461,3790,Sunshine,naive
7,onset,1.442144288210701,1.1144136451327071,535,Sunshine,naive
7,peak,1.2997810262168672,0.9831329143619283,4537,Sunshine,naive
7,pre_monsoon,0.9638345754031075,0.7665922521256806,3537,Sunshine,naive
7,withdrawal,1.240314239904433,0.9862341475317076,1055,Sunshine,naive
30,dry,0.9933195901154938,0.7881910652885104,3756,Sunshine,naive
30,onset,1.4343602135191695,1.1169502794110144,581,Sunshine,naive
30,peak,1.2607037850735001,0.9426401552464981,4488,Sunshine,naive
30,pre_monsoon,1.0490332376694227,0.8322640527605547,3520,Sunshine,naive
30,withdrawal,1.1080040927984907,0.8511085899425158,1109,Sunshine,naive
1,dry,0.9322119705966841,0.7537187092729536,3819,Sunshine,seasonal_naive
1,onset,1.3177042563389303,1.0127907708396802,474,Sunshine,seasonal_naive
1,peak,1.1611523277931124,0.889347770535875,4597,Sunshine,seasonal_naive
1,pre_monsoon,0.9987364934056117,0.793438421092891,3518,Sunshine,seasonal_naive
1,withdrawal,1.0253410116239599,0.8661591980752502,1046,Sunshine,seasonal_naive
7,dry,0.9281281922663481,0.7499287773235332,3790,Sunshine,seasonal_naive
7,onset,1.0496885403806373,0.8073650860788191,535,Sunshine,seasonal_naive
7,peak,1.1715952967003922,0.9013944175595038,4537,Sunshine,seasonal_naive
7,pre_monsoon,1.0090212822294569,0.7955850585888361,3537,Sunshine,seasonal_naive
7,withdrawal,1.0577062982103247,0.8775273747500572,1055,Sunshine,seasonal_naive
30,dry,0.918751114405787,0.7479536735205821,3756,Sunshine,seasonal_naive
30,onset,1.1896726779525093,0.9150072648126634,581,Sunshine,seasonal_naive
30,peak,1.138623555151833,0.8720747873309055,4488,Sunshine,seasonal_naive
30,pre_monsoon,1.0695344500205104,0.8402543228994045,3520,Sunshine,seasonal_naive
30,withdrawal,1.1140677023866339,0.9331969687906119,1109,Sunshine,seasonal_naive
1,dry,0.5326203169854009,0.4484467274075443,3819,Sunshine,sundial
1,onset,0.7961184620848633,0.6555078228336984,474,Sunshine,sundial
1,peak,0.7963668474607366,0.6534442989390645,4597,Sunshine,sundial
1,pre_monsoon,0.6964876562932826,0.5847377033006907,3518,Sunshine,sundial
1,withdrawal,0.6464797403315807,0.558982702338554,1046,Sunshine,sundial
7,dry,0.680171888896434,0.575288919124514,3790,Sunshine,sundial
7,onset,1.080286874409733,0.8786182452120067,535,Sunshine,sundial
7,peak,0.9840686284953529,0.798564804235329,4537,Sunshine,sundial
7,pre_monsoon,0.7454844025757734,0.6186428753790384,3537,Sunshine,sundial
7,withdrawal,0.8394456016731692,0.7110759013037617,1055,Sunshine,sundial
30,dry,0.7030914590517532,0.5917826652042362,3756,Sunshine,sundial
30,onset,1.0571461348475628,0.8651592332010385,581,Sunshine,sundial
30,peak,0.9189492199250152,0.7485856157754369,4488,Sunshine,sundial
30,pre_monsoon,0.8346265269844034,0.6939505432223568,3520,Sunshine,sundial
30,withdrawal,0.9473607007784549,0.7924565352092166,1109,Sunshine,sundial
1,dry,0.5241058494597112,0.4129252663765424,3819,Sunshine,timesfm25
1,onset,0.8099962433846518,0.6026922631096585,474,Sunshine,timesfm25
1,peak,0.8061796130352722,0.611001950013826,4597,Sunshine,timesfm25
1,pre_monsoon,0.691652042199517,0.5415013708377212,3518,Sunshine,timesfm25
1,withdrawal,0.6515852698131974,0.5140061927003235,1046,Sunshine,timesfm25
7,dry,0.6703837949742256,0.5324986272143227,3790,Sunshine,timesfm25
7,onset,1.1608111057550634,0.8456405311105104,535,Sunshine,timesfm25
7,peak,0.9962849073959906,0.7303330658591122,4537,Sunshine,timesfm25
7,pre_monsoon,0.7210102338186031,0.5532450630146962,3537,Sunshine,timesfm25
7,withdrawal,0.8130586697148374,0.624676899335862,1055,Sunshine,timesfm25
30,dry,0.6964584801233957,0.5497514048133931,3756,Sunshine,timesfm25
30,onset,1.1045395596741985,0.7919474831299037,581,Sunshine,timesfm25
30,peak,0.9384592161840141,0.6887886775444131,4488,Sunshine,timesfm25
30,pre_monsoon,0.8078685171546035,0.6190112834238409,3520,Sunshine,timesfm25
30,withdrawal,0.9125652617910992,0.6828904954525005,1109,Sunshine,timesfm25
1,dry,0.5235368523750443,0.4057729424337392,3819,Sunshine,tirex
1,onset,0.8048784729223167,0.6096395339351213,474,Sunshine,tirex
1,peak,0.8118296569809678,0.6078931204115734,4597,Sunshine,tirex
1,pre_monsoon,0.6960323002387532,0.5322500017203396,3518,Sunshine,tirex
1,withdrawal,0.614357170005887,0.48732991204475895,1046,Sunshine,tirex
7,dry,0.6707705170931795,0.526697923033134,3790,Sunshine,tirex
7,onset,1.1782512898114015,0.8195342476349401,535,Sunshine,tirex
7,peak,0.9945073932774978,0.7232584175529874,4537,Sunshine,tirex
7,pre_monsoon,0.7157932041015789,0.5541970754715035,3537,Sunshine,tirex
7,withdrawal,0.7801879372870336,0.6129609545204109,1055,Sunshine,tirex
30,dry,0.6862127285044134,0.5406788655977716,3756,Sunshine,tirex
30,onset,1.1083370957165646,0.783585274060773,581,Sunshine,tirex
30,peak,0.9341177789378673,0.6853112156165732,4488,Sunshine,tirex
30,pre_monsoon,0.7985260510978617,0.6225264282216493,3520,Sunshine,tirex
30,withdrawal,0.8693535047217338,0.665946339802106,1109,Sunshine,tirex
1,dry,0.5323406436011437,0.410904918998593,3819,Sunshine,toto2
1,onset,0.7829200573283578,0.591810586870587,474,Sunshine,toto2
1,peak,0.8022409151389771,0.6033329412027723,4597,Sunshine,toto2
1,pre_monsoon,0.7011290079421957,0.5357263008082825,3518,Sunshine,toto2
1,withdrawal,0.6123847346460116,0.4812557311643984,1046,Sunshine,toto2
7,dry,0.6810586900692734,0.5311886793084764,3790,Sunshine,toto2
7,onset,1.0774594988624329,0.7724609601466068,535,Sunshine,toto2
7,peak,0.9895427866280256,0.7207198978738842,4537,Sunshine,toto2
7,pre_monsoon,0.7235622540330646,0.5582970649243235,3537,Sunshine,toto2
7,withdrawal,0.7878679920656042,0.606390564591112,1055,Sunshine,toto2
30,dry,0.6994473694990545,0.5450254747254231,3756,Sunshine,toto2
30,onset,1.0385831092775213,0.7544821335088336,581,Sunshine,toto2
30,peak,0.9277206224569636,0.6824277064160451,4488,Sunshine,toto2
30,pre_monsoon,0.813219925107386,0.625549329438017,3520,Sunshine,toto2
30,withdrawal,0.8762299962970177,0.6622027750421982,1109,Sunshine,toto2
1,dry,0.5463635269253668,0.5463635269253668,3819,Sunshine,ttm_r2
1,onset,0.8422900993905567,0.8422900993905567,474,Sunshine,ttm_r2
1,peak,0.8198813958359353,0.8198813958359353,4597,Sunshine,ttm_r2
1,pre_monsoon,0.7085501431735589,0.7085501431735589,3518,Sunshine,ttm_r2
1,withdrawal,0.7136438496483615,0.7136438496483615,1046,Sunshine,ttm_r2
7,dry,0.692044144346453,0.692044144346453,3790,Sunshine,ttm_r2
7,onset,1.1432098998917153,1.1432098998917153,535,Sunshine,ttm_r2
7,peak,1.0012573473177884,1.0012573473177884,4537,Sunshine,ttm_r2
7,pre_monsoon,0.7748548920169749,0.7748548920169749,3537,Sunshine,ttm_r2
7,withdrawal,0.9425164544297718,0.9425164544297718,1055,Sunshine,ttm_r2
30,dry,0.733772608154692,0.733772608154692,3756,Sunshine,ttm_r2
30,onset,1.1254352969832115,1.1254352969832115,581,Sunshine,ttm_r2
30,peak,0.9376072546695455,0.9376072546695455,4488,Sunshine,ttm_r2
30,pre_monsoon,0.8573128356711425,0.8573128356711425,3520,Sunshine,ttm_r2
30,withdrawal,1.0069112682944412,1.0069112682944412,1109,Sunshine,ttm_r2
