track,var,lead,model,CRPSS_vs_clim
nasa_power_ghcn_temperate,T2M,3,NHITS,0.0921399806071697
nasa_power_ghcn_temperate,T2M,7,NHITS,-0.0520819453148804
nasa_power_ghcn_temperate,T2M,14,NHITS,-0.0592481360746828
nasa_power_ghcn_temperate,T2M,30,NHITS,-0.0616745170624659
nasa_power_ghcn_temperate,T2M,1,PatchTST,0.4452878834143526
nasa_power_ghcn_temperate,T2M,3,PatchTST,0.1408564015066666
nasa_power_ghcn_temperate,T2M,7,PatchTST,0.0608580725287523
nasa_power_ghcn_temperate,T2M,14,PatchTST,0.0412345572963209
nasa_power_ghcn_temperate,T2M,30,PatchTST,0.0365156814120782
nasa_power_ghcn_temperate,T2M,1,chronos2,0.4619562219426747
nasa_power_ghcn_temperate,T2M,3,chronos2,0.1547604393433265
nasa_power_ghcn_temperate,T2M,7,chronos2,0.0793123175500607
nasa_power_ghcn_temperate,T2M,14,chronos2,0.0557832521676689
nasa_power_ghcn_temperate,T2M,30,chronos2,0.0572676665779617
nasa_power_ghcn_temperate,T2M,1,chronos_bolt,0.4620992718232003
nasa_power_ghcn_temperate,T2M,3,chronos_bolt,0.152115976594119
nasa_power_ghcn_temperate,T2M,7,chronos_bolt,0.0769861895388381
nasa_power_ghcn_temperate,T2M,14,chronos_bolt,0.0504636728129764
nasa_power_ghcn_temperate,T2M,30,chronos_bolt,0.0474644113966936
nasa_power_ghcn_temperate,T2M,1,moirai2,0.4626022052819007
nasa_power_ghcn_temperate,T2M,3,moirai2,0.1492825290655135
nasa_power_ghcn_temperate,T2M,7,moirai2,0.0632200169564577
nasa_power_ghcn_temperate,T2M,14,moirai2,0.0332907891347271
nasa_power_ghcn_temperate,T2M,30,moirai2,0.024345698049154
nasa_power_ghcn_temperate,T2M,1,sundial,0.3979116800688979
nasa_power_ghcn_temperate,T2M,3,sundial,0.0429196091882172
nasa_power_ghcn_temperate,T2M,7,sundial,-0.0370924737453153
nasa_power_ghcn_temperate,T2M,14,sundial,-0.0636502114584958
nasa_power_ghcn_temperate,T2M,30,sundial,-0.0683738114739067
nasa_power_ghcn_temperate,T2M,1,timesfm25,0.4647965413103813
nasa_power_ghcn_temperate,T2M,3,timesfm25,0.1500382732880977
nasa_power_ghcn_temperate,T2M,7,timesfm25,0.0728879316349339
nasa_power_ghcn_temperate,T2M,14,timesfm25,0.0469589364482697
nasa_power_ghcn_temperate,T2M,30,timesfm25,0.0477125885863668
nasa_power_ghcn_temperate,T2M,1,tirex,0.4714762958282046
nasa_power_ghcn_temperate,T2M,3,tirex,0.1543620184251739
nasa_power_ghcn_temperate,T2M,7,tirex,0.0736078695594288
nasa_power_ghcn_temperate,T2M,14,tirex,0.0511015394535228
nasa_power_ghcn_temperate,T2M,30,tirex,0.0463712261441704
nasa_power_ghcn_temperate,T2M,1,toto2,0.4668894888363281
nasa_power_ghcn_temperate,T2M,3,toto2,0.1408840851917745
nasa_power_ghcn_temperate,T2M,7,toto2,0.0474340502865044
nasa_power_ghcn_temperate,T2M,14,toto2,0.0117358053955505
nasa_power_ghcn_temperate,T2M,30,toto2,0.0070617260666244
nasa_power_ghcn_temperate,T2M,1,ttm_r2,0.2317917239755168
nasa_power_ghcn_temperate,T2M,3,ttm_r2,-0.1123551125629134
nasa_power_ghcn_temperate,T2M,7,ttm_r2,-0.2236184471277549
nasa_power_ghcn_temperate,T2M,14,ttm_r2,-0.2477676490774916
nasa_power_ghcn_temperate,T2M,30,ttm_r2,-0.255708407692701
